filename,differences
internet-bill_8_updated.png,"{'Date': ('07/30/2019', '7/30/2019'), 'Bill_Amount': ('515.0', '515'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Communication')}"
fd_bill1_updated.jpg,"{'Date': ('01/31/2015', '1/31/2015'), 'Bill_Amount': ('52.0', '52'), 'Time': (nan, '5:52:50 PM'), 'Bill_Category': ('General', 'Evening Snacks')}"
food-bill_10_updated.png,"{'Bill_Number': ('2023-456', '100'), 'Date': ('03/09/18', '3/9/2018'), 'Time': (nan, '1:20 PM'), 'Bill_Category': ('General', 'Lunch')}"
fuel-bill_10_updated.jpeg,"{'Date': ('06/08/18', '6/8/2018'), 'Bill_Amount': ('0.0', '300'), 'Time': (nan, '19:43:42'), 'Bill_Category': ('General', 'Fuel')}"
train-bill_4_updated.jpg,"{'Bill_Number': ('Not Available', '86809031'), 'Date': ('Not Available', '23/0/2006'), 'Bill_Amount': ('Not Available', '108'), 'Time': ('Not Available', 'Error'), 'Bill_Category': ('Not Available', 'Error')}"
fuel-bill_2_updated.jpg,"{'Bill_Number': ('JU1-23138-ORGNL', 'Jul-23138-ORGNL'), 'Date': ('07/13/2020', '13/07/2020'), 'Time': (nan, '19:43:19')}"
stationary10_updated.jpg,"{'Bill_Number': ('Quotation No. 303', '303'), 'Date': ('05-Mar-2020', '5-Mar-20'), 'Bill_Amount': ('3604.0', '3604'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Repairs & Maintenance')}"
internet-bill_5_updated.png,"{'Time': (nan, 'Not Available')}"
fd_bill2_updated.png,"{'Date': ('08/25/2017', '8/25/2017'), 'Bill_Amount': ('257.0', '303'), 'Time': (nan, '18:06'), 'Bill_Category': ('General', 'Evening Snacks')}"
internet-bill_4_updated.png,"{'Bill_Number': ('2023-456', 'KL24-25R/892'), 'Date': ('01/15/2025', '1/15/2025'), 'Bill_Amount': ('0.0', '600'), 'Time': ('Empty string, no time found', nan)}"
stationary-2_updated.jpg,"{'Bill_Number': ('Not Available', '54448'), 'Date': ('09/08/2024', '8/3/2021'), 'Bill_Amount': ('3457.0', '39750.18'), 'Time': (nan, nan), 'Bill_Category': ('Not Available', 'General')}"
fd3_updated.jpg,"{'Bill_Number': ('12', '152461188'), 'Date': ('11/09/2018', '11/9/2018')}"
internet-bill_9_updated.png,"{'Bill_Number': ('Error', 'A9R23R9995191355'), 'Date': ('Error', '6/12/2022'), 'Bill_Amount': ('Error', '470.82'), 'Bill_Category': ('Error', 'Communication')}"
fuel-bill_5_updated.jpg,"{'Bill_Number': ('32672789', '63621707'), 'Date': ('01/22/2020', '1/22/2020')}"
food-bill_2_updated.png,"{'Bill_Number': ('8654', '928'), 'Date': ('02/20/2023 BNO', '7/10/2021'), 'Bill_Amount': ('0.0', '80'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Food')}"
fuel-bill_4_updated.png,"{'Bill_Number': ('$f34131140', '592480'), 'Date': ('07/13/2019', '7/13/2019'), 'Bill_Amount': ('0.0', '2338.95'), 'Time': (nan, '22:18:26')}"
inetrnet_updated.png,"{'Bill_Number': ('22-23/04/0458233', 'Error'), 'Date': ('27/04/2022', 'Error'), 'Bill_Amount': ('445.23', 'Error'), 'Time': (nan, 'Error'), 'Bill_Category': ('Communication', 'Error')}"
stationary-3_updated.jpg,"{'Bill_Amount': ('78500.0', '78500'), 'Time': (nan, nan)}"
bus1_updated.jpg,"{'Bill_Number': ('No786135', '786135'), 'Date': ('06/18/2021', '8/6/2018'), 'Bill_Amount': ('13.0', '13'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_1_updated.png,"{'Bill_Number': ('92726Z', '927267'), 'Date': ('05/09/2017', '5/9/2017'), 'Bill_Amount': ('0.0', '78'), 'Time': (nan, '22:59:34')}"
general7_updated.jpg,"{'Bill_Number': ('Error', 'F012345'), 'Date': ('Error', '1/7/2013'), 'Bill_Amount': ('Error', '36289'), 'Time': ('Error', 'Not available'), 'Bill_Category': ('Error', 'General')}"
food-bill_4_updated.jpg,"{'Date': ('01/27/2012', '27-Jan-12'), 'Bill_Amount': ('4500.0', '4500'), 'Time': (nan, '12:18 PM'), 'Bill_Category': ('General', 'Lunch')}"
internet_bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
general2_updated.jpg,"{'Bill_Number': (nan, 'DD-TI-02'), 'Date': (nan, '1/7/2017'), 'Bill_Amount': ('20000.0', '22400'), 'Time': (nan, nan)}"
food-bill_7_updated.png,"{'Bill_Number': ('+91 9959911100', '9292'), 'Bill_Amount': ('26214.0', '5466'), 'Time': ('09:03 PM', '9:03 PM'), 'Bill_Category': ('General', 'Dinner')}"
food-bill_8_updated.png,"{'Date': ('05/31/24', '5/31/2024'), 'Bill_Amount': ('167.0', '167'), 'Time': ('10:03 AM', '10:03')}"
software8_updated.png,"{'Bill_Number': ('Error', 'PO53'), 'Date': ('Error', '25/03/2020'), 'Bill_Amount': ('Error', '41300'), 'Bill_Category': ('Error', 'General')}"
fuel-bill_9_updated.png,"{'Date': ('05/03/2024', '5/3/2024'), 'Bill_Amount': ('110.0', '110'), 'Time': (nan, '15:02:00')}"
bus8_updated.jpg,"{'Bill_Number': ('0021783323:48', '217833'), 'Date': ('04/15/2012', '12-Jul'), 'Bill_Amount': ('21.0', '21'), 'Time': (nan, '23:48:47'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_8_updated.jpeg,"{'Time': (nan, '19:43:19')}"
internet-bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
food-bill_6_updated.jpg,"{'Date': ('05/22/2017', '5/22/2017'), 'Bill_Amount': ('247.0', '247')}"
fuel-bill_7_updated.jpeg,"{'Bill_Number': ('INV01CEN0:813263', '813263'), 'Date': ('20220702', '1/7/2022'), 'Bill_Amount': ('5000.0', '5000')}"
fuel11_updated.jpg,"{'Bill_Number': ('B111No940482-0RGNL', '940482'), 'Date': ('03/14/2024', '3/14/2024'), 'Bill_Amount': ('107.61', '110'), 'Time': ('12:25 PM', '12:25:00')}"
internet-bill_7_updated.png,"{'Date': ('06-27-2021', '28-May-21'), 'Time': (nan, nan)}"
stationary5_updated.jpg,"{'Bill_Number': ('INV2023-456', nan), 'Time': (nan, nan)}"
general4_updated.jpg,"{'Bill_Number': ('Invoice No Dated', 'MSA-TI-02'), 'Date': (nan, '1/7/2017'), 'Bill_Amount': ('118000.0', '118000'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Software License')}"
food-bill10_updated.jpg,"{'Bill_Number': ('2023-456', '53'), 'Date': ('07/01/2017', '1/7/2017'), 'Bill_Amount': ('418.9', '419'), 'Time': (nan, '9:09 AM'), 'Bill_Category': ('General', 'Breakfast')}"
general6_updated.jpg,"{'Bill_Number': ('Invoice No 1', '1'), 'Date': ('04/27/2020', '4/27/2020'), 'Bill_Amount': ('97160.0', '97160'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Communication')}"
stationary9_updated.jpg,"{'Bill_Number': ('Not Available', '1029'), 'Date': ('03/16/2024', '10/1/2018'), 'Bill_Amount': ('Not Available', '4060'), 'Time': ('12:30 PM', '12:16 PM'), 'Bill_Category': ('Not Available', 'General')}"
fuel-bill-6_updated.png,"{'Bill_Number': ('T9ls', 'AB65'), 'Date': ('01/24/2023', '5/22/2017'), 'Bill_Amount': ('226344.0', '247'), 'Time': (nan, '12:35:00 PM'), 'Bill_Category': ('Fuel', 'Lunch')}"
internet-bill_6_updated.png,"{'Date': (nan, '9/11/2021'), 'Bill_Amount': ('3717.0', '3729'), 'Time': (nan, '14:43:36')}"
bus2_updated.jpg,"{'Bill_Number': ('074157', '74157'), 'Date': ('09/08/15', '9/8/2015'), 'Bill_Amount': ('0.339', '339'), 'Time': ('11:18 AM', '11:18:31 AM'), 'Bill_Category': ('General', 'Travel - Bus')}"
food-bill_9_updated.png,"{'Bill_Number': ('INV2023-456', 'G0027238'), 'Date': ('12/01/2023', '1/7/2018'), 'Bill_Amount': ('1882.0', '1882'), 'Time': ('10:31 PM', '22:01')}"
general3_updated.jpg,"{'Bill_Number': ('Not Available', '1'), 'Date': ('Not Available', '15/07/2017'), 'Bill_Amount': ('Not Available', '55000'), 'Bill_Category': ('Not Available', 'Software License')}"
food-bill_5_updated.png,"{'Bill_Amount': ('840.0', '840'), 'Time': ('22:45 PM', '22:45'), 'Bill_Category': ('Food', 'Dinner')}"
bus10_updated.jpg,"{'Date': ('04/04/2018', '4/4/2018'), 'Bill_Amount': ('4.0', '4'), 'Time': ('02:45 PM', '14:45 PM'), 'Bill_Category': ('General', 'Travel - Bus')}"
bus3_updated.png,"{'Date': ('07/03/2018', '7/3/2018'), 'Bill_Amount': ('730.0', '730'), 'Time': (nan, '12:03 PM')}"
fuel-bill_3_updated.jpeg,"{'Date': ('05/03/2024', '5/3/2024'), 'Bill_Amount': ('110.0', '110'), 'Time': ('03:02 PM', '15:02:00')}"
general5_updated.jpg,"{'Bill_Number': ('INV-2023-456', '256X5'), 'Date': (' Invoice # Date: 12/01/2023 ', '12/20/2015'), 'Bill_Amount': ('2000.0', '1293.75'), 'Time': (nan, nan), 'Bill_Category': ('Software License', 'General')}"
