filename,Bill_Number,Date,Bill_Amount,Time,Bill_Category,processing_time,status
internet-bill_8_updated.png,WE806550116071590503301,07/30/2019,515.0,,Communication,50.63995170593262,success
fd_bill1_updated.jpg,B11No8543,01/31/2015,52.0,,General,38.68380355834961,success
food-bill_10_updated.png,Phone 503555-0190 INVOICE,03/09/2018,182.8,12:20 PM,Communication,50.84316802024841,success
fuel-bill_10_updated.jpeg,18779-ORGNL,06/08/18,0.0,,Fuel,28.893266677856445,success
train-bill_4_updated.jpg,01CH,06/23/2006,0,20:13:32,Travel - Cab,19.24308443069458,success
fuel-bill_2_updated.jpg,Ju1-23138-ORGNL,07/13/2020,951.06,,Fuel,32.83220314979553,success
internet3_updated.png,Error,Error,Error,Error,Error,failed
stationary10_updated.jpg,,05-Mar-2020,3604.0,,Repairs & Maintenance,64.73762559890747,success
internet-bill_5_updated.png,9-RJINV/687313,18/12/2020,1296.82,,Communication,51.664111375808716,success
fd_bill2_updated.png,3475,08/25/17,257.0,Not Available,Software License,50.44067645072937,success
internet-bill_4_updated.png,9349343310,2025-01-15,0,,Communication,45.04653763771057,success
stationary-2_updated.jpg,Invoice number not available,,39750.18,,General,44.89416980743408,success
fd3_updated.jpg,12,11/09/2018,55.05,22:23 PM,Food,24.890679597854614,success
train-bill_3_updated.png,Error,Error,Error,Error,Error,failed
internet-bill_9_updated.png,Error,Error,Error,Error,Error,failed
fuel-bill_5_updated.jpg,26226693,01/22/2020,2947.22,13:10 PM,Fuel,51.06123232841492,success
food-bill_2_updated.png,BNO,02/09/20,0,,Staff Welfare,22.469945192337036,success
fuel-bill_4_updated.png,$f34131140,07/13/2019,0.0,,Fuel,47.79468488693237,success
inetrnet_updated.png,Error,Error,Error,Error,Error,failed
stationary-3_updated.jpg,1,12/20/2021,78500.0,,General,39.69310641288757,success
bus1_updated.jpg,Not Available,Not Available,Not Available,Not Available,Not Available,39.529738903045654,success
fuel-bill_1_updated.png,ENV0ICE N0: 92726Z,05/09/2017,0.0,22:59 PM,Fuel,35.656723499298096,success
general7_updated.jpg,Error,Error,Error,Error,Error,failed
food-bill_4_updated.jpg,#12/634,01/27/2012,4500.0,12:18 PM,Lunch,41.121180057525635,success
internet_bill_1_updated.png,Error,Error,Error,Error,Error,failed
general2_updated.jpg,Dated,,20000.0,,General,59.62347364425659,success
food-bill_7_updated.png,,12/11/2022,26514.0,09:03 PM,General,41.208399057388306,success
food-bill_8_updated.png,Error,Error,Error,Error,Error,failed
software8_updated.png,Not Available,Not Available,Not Available,Not Available,Not Available,57.5999813079834,success
fuel-bill_9_updated.png,885896-ORGNL,05/03/2024,110.0,15:02:00,Fuel,36.18387579917908,success
bus8_updated.jpg,0021783323,07/15/12,21.0,,General,27.78663969039917,success
fuel-bill_8_updated.jpeg,Bi71 NO:Ju1-23138-ORGNL,13/07/2020,951.06,Not Provided (as it is not in standard hh:mm AA time format),Fuel,34.750816822052,success
internet-bill_1_updated.png,KL20241215012222,06 Dec 2024,588.82,,Communication,51.80974054336548,success
food-bill_6_updated.jpg,AB65,05/22/2017,247.0,12:35 PM,Lunch,37.8274986743927,success
fuel-bill_7_updated.jpeg,INV01CEN0:813263,07/02/2022,5000.0,18:55,Fuel,40.43805384635925,success
train-bill_1_updated.jpg,Error,Error,Error,Error,Error,failed
fuel11_updated.jpg,0000000300092161,14/03/24,107.61,12:25 PM,Fuel,29.481493949890137,success
internet-bill_7_updated.png,21-22/05/0348424,28 May 2021,950.81,,Communication,47.608628034591675,success
stationary5_updated.jpg,Not Found in Text,Unable to Determine,42.48,Unable to Determine,General,35.01669979095459,success
general4_updated.jpg,,N/A,118000.0,N/A,General,51.828041553497314,success
food-bill10_updated.jpg,Not Available,Not Available,Not Available,Not Available,Not Available,32.49554181098938,success
general6_updated.jpg,1,04/27/20,97.16,,General,42.60506463050842,success
stationary9_updated.jpg,Error,Error,Error,Error,Error,failed
fuel-bill-6_updated.png,Error,Error,Error,Error,Error,failed
internet-bill_6_updated.png,Error,Error,Error,Error,Error,failed
bus2_updated.jpg,074157,09/08/15,3.39,11:18:31 AM,General,27.21775484085083,success
food-bill_9_updated.png,,,1882.0,,General,58.909318923950195,success
general3_updated.jpg,A712010,02/22/2023,55000.0,,Software License,41.050817251205444,success
food-bill_5_updated.png,5365,10/18/2018,840.0,22:45 PM,Food,30.63841485977173,success
bus10_updated.jpg,11804044,04/01/2018,4.0,14:45 PM,Printing & Stationery,22.595237493515015,success
bus3_updated.png,176137,03/07/18,730.0,12:03 PM,Travel - Bus,25.369845390319824,success
fuel-bill_3_updated.jpeg,885896-0RGNL,05/03/2024,110.0,15:02:00,Fuel,44.10383701324463,success
general5_updated.jpg,Customer's Name Invoice #,Invoice # Date,400.0,Not Available,General,44.85758304595947,success
