filename,Bill_Number,Date,Bill_Amount,Time,Bill_Category,processing_time,status
internet-bill_8_updated.png,WE806550116071590503301,07/30/2019,515.0,,General,49.59285879135132,success
fd_bill1_updated.jpg,8543,01/31/2015,52.0,,General,38.414106369018555,success
food-bill_10_updated.png,503555-0190,03/09/2018,182.8,01:20 PM,General,61.187108278274536,success
fuel-bill_10_updated.jpeg,18779-ORGNL.,08/06/2018,0.0,,Fuel,38.96049451828003,success
train-bill_4_updated.jpg,8550023/06/2086,23/06/2006,206.32,,Fuel,42.219183921813965,success
fuel-bill_2_updated.jpg,JUL-23138,07/13/2020,951.06,,Fuel,48.26769161224365,success
internet3_updated.png,22-23/02/0266828,03/14/2023,352.82,,Communication,53.36669135093689,success
stationary10_updated.jpg,303,03/05/2020,3604.0,,General,57.65031695365906,success
internet-bill_5_updated.png,9-RJINV/687313,12/18/2020,1296.82,,Communication,61.86288142204285,success
fd_bill2_updated.png,3475,08/25/2027,257.0,,General,51.93938136100769,success
internet-bill_4_updated.png,9349343310 starvisionneduvannoor,01/15/2025,0.0,,Communication,38.22005581855774,success
stationary-2_updated.jpg,25412541,,39750.18,,General,42.04999303817749,success
fd3_updated.jpg,12,09/11/2018,55.05,10:23 PM,Dinner,40.41253614425659,success
train-bill_3_updated.png,Error,Error,Error,Error,Error,failed
internet-bill_9_updated.png,A9R23R9995191355,12/06/2022,470.82,09:04 PM,Communication,54.60026240348816,success
fuel-bill_5_updated.jpg,R52947.22,01/22/2020,2947.22,13:10 PM,Fuel,30.037753582000732,success
food-bill_2_updated.png,BNO,0r/0/2022,23.0,,General,33.961469888687134,success
fuel-bill_4_updated.png,f34131140,07/13/2019,0.0,,General,52.45240783691406,success
inetrnet_updated.png,Error,Error,Error,Error,Error,failed
stationary-3_updated.jpg,1,12/20/2021,78500.0,,General,47.75841403007507,success
bus1_updated.jpg,50139155,06/08/2018,13.0,,General,34.90553879737854,success
fuel-bill_1_updated.png,92726Z,05/09/2017,0.0,10:59 PM,Fuel,41.00389528274536,success
general7_updated.jpg,F012345,07/01/2013,33.915,,General,49.52584958076477,success
food-bill_4_updated.jpg,#12/634,01/27/2012,4500.0,12:18 PM,Lunch,41.302451610565186,success
internet_bill_1_updated.png,Error,Error,Error,Error,Error,failed
general2_updated.jpg,Dated,12/25/2023,20000.0,,General,53.294761180877686,success
food-bill_7_updated.png,20221126-12514,12/11/2022,26514.0,09:03 PM,Dinner,59.369231939315796,success
food-bill_8_updated.png,Error,Error,Error,Error,Error,failed
software8_updated.png,Error,Error,Error,Error,Error,failed
fuel-bill_9_updated.png,885896-ORGNL,05/03/2024,110.0,,Fuel,44.461766481399536,success
bus8_updated.jpg,0021783323,04/15/12,21.0,,General,29.369457483291626,success
fuel-bill_8_updated.jpeg,JU1-23138-ORGNL,07/13/2020,951.06,,Fuel,101.13055372238159,success
internet-bill_1_updated.png,Error,Error,Error,Error,Error,failed
food-bill_6_updated.jpg,Error,Error,Error,Error,Error,failed
fuel-bill_7_updated.jpeg,INV01CEN0:813263,07/17/2022,5000.0,06:55 PM,Fuel,38.13193917274475,success
train-bill_1_updated.jpg,Error,Error,Error,Error,Error,failed
fuel11_updated.jpg,04842427485,03/14/2024,107.61,12:25 PM,Fuel,28.270652532577515,success
internet-bill_7_updated.png,21-22/05/0348424,06/27/2021,950.81,Empty,Communication,64.1528468132019,success
stationary5_updated.jpg,2023-456,xx-xx-xxxx,39.98,,General,40.8276891708374,success
general4_updated.jpg,RK Electrical Works INVOICE NO,July 2023,118000.0,,Repairs & Maintenance,41.35650277137756,success
food-bill10_updated.jpg,418.9,01/07/17,355.0,,General,42.221943616867065,success
general6_updated.jpg,1,04/27/2020,97160.0,12:00 PM,Software License,33.43438148498535,success
stationary9_updated.jpg,1029 CASH,2018-10-01,3787.0,12:16 PM,Fuel,59.30161118507385,success
fuel-bill-6_updated.png,T9ls,01/24/2024,0,1:00 PM,Fuel,41.63431096076965,success
internet-bill_6_updated.png,1489088,,3717.0,,General,58.09269976615906,success
bus2_updated.jpg,074157,09/08/2015,0.339,11:18 AM,General,42.417001485824585,success
food-bill_9_updated.png,AB-65,,1882.0,,General,53.906341552734375,success
general3_updated.jpg,A712010TaxAnourt nvoNRNineThousandNineHundraedOay Icts Va Faracle 350000 REO 490m4.00RxAS 40094006,,55.0,,Software License,47.90615224838257,success
food-bill_5_updated.png,5365,10/18/2018,840.0,22:45 PM,Food,40.01707482337952,success
bus10_updated.jpg,11804044,04/12/2018,4.0,02:45 PM,General,35.03194212913513,success
bus3_updated.png,176137,03/07/18,730.0,12:03 PM,Travel - Bus,31.37628674507141,success
fuel-bill_3_updated.jpeg,Error,Error,Error,Error,Error,failed
general5_updated.jpg,AB65,08/31/2023,400.0,10:31 PM,General,65.5481481552124,success
