filename,differences
internet-bill_8_updated.png,"{'Date': ('07/30/2019', '7/30/2019'), 'Bill_Amount': ('515.0', '515'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Communication')}"
fd_bill1_updated.jpg,"{'Date': ('01/31/2015', '1/31/2015'), 'Bill_Amount': ('52.0', '52'), 'Time': (nan, '5:52:50 PM'), 'Bill_Category': ('General', 'Evening Snacks')}"
food-bill_10_updated.png,"{'Bill_Number': ('503555-0190', '100'), 'Date': ('03/09/2018', '3/9/2018'), 'Time': ('01:20 PM', '1:20 PM'), 'Bill_Category': ('General', 'Lunch')}"
fuel-bill_10_updated.jpeg,"{'Bill_Number': ('18779-ORGNL.', '18779-ORGNL'), 'Date': ('08/06/2018', '6/8/2018'), 'Bill_Amount': ('0.0', '300'), 'Time': (nan, '19:43:42')}"
train-bill_4_updated.jpg,"{'Bill_Number': ('8550023/06/2086', '86809031'), 'Date': ('23/06/2006', '23/0/2006'), 'Bill_Amount': ('206.32', '108'), 'Time': (nan, 'Error'), 'Bill_Category': ('Fuel', 'Error')}"
fuel-bill_2_updated.jpg,"{'Bill_Number': ('JUL-23138', 'Jul-23138-ORGNL'), 'Date': ('07/13/2020', '13/07/2020'), 'Time': (nan, '19:43:19')}"
internet3_updated.png,"{'Date': ('03/14/2023', '13-Feb-23'), 'Time': (nan, nan)}"
stationary10_updated.jpg,"{'Date': ('03/05/2020', '5-Mar-20'), 'Bill_Amount': ('3604.0', '3604'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Repairs & Maintenance')}"
internet-bill_5_updated.png,"{'Time': (nan, 'Not Available')}"
fd_bill2_updated.png,"{'Date': ('08/25/2027', '8/25/2017'), 'Bill_Amount': ('257.0', '303'), 'Time': (nan, '18:06'), 'Bill_Category': ('General', 'Evening Snacks')}"
internet-bill_4_updated.png,"{'Bill_Number': ('9349343310 starvisionneduvannoor', 'KL24-25R/892'), 'Date': ('01/15/2025', '1/15/2025'), 'Bill_Amount': ('0.0', '600'), 'Time': (nan, nan)}"
stationary-2_updated.jpg,"{'Bill_Number': ('25412541', '54448'), 'Date': (nan, '8/3/2021'), 'Time': (nan, nan)}"
fd3_updated.jpg,"{'Bill_Number': ('12', '152461188'), 'Date': ('09/11/2018', '11/9/2018')}"
internet-bill_9_updated.png,"{'Date': ('12/06/2022', '6/12/2022'), 'Time': ('09:04 PM', 'Error')}"
fuel-bill_5_updated.jpg,"{'Bill_Number': ('R52947.22', '63621707'), 'Date': ('01/22/2020', '1/22/2020')}"
food-bill_2_updated.png,"{'Bill_Number': ('BNO', '928'), 'Date': ('0r/0/2022', '7/10/2021'), 'Bill_Amount': ('23.0', '80'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Food')}"
fuel-bill_4_updated.png,"{'Bill_Number': ('f34131140', '592480'), 'Date': ('07/13/2019', '7/13/2019'), 'Bill_Amount': ('0.0', '2338.95'), 'Time': (nan, '22:18:26'), 'Bill_Category': ('General', 'Fuel')}"
stationary-3_updated.jpg,"{'Bill_Amount': ('78500.0', '78500'), 'Time': (nan, nan)}"
bus1_updated.jpg,"{'Bill_Number': ('50139155', '786135'), 'Date': ('06/08/2018', '8/6/2018'), 'Bill_Amount': ('13.0', '13'), 'Time': (nan, '12:42 PM'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_1_updated.png,"{'Bill_Number': ('92726Z', '927267'), 'Date': ('05/09/2017', '5/9/2017'), 'Bill_Amount': ('0.0', '78'), 'Time': ('10:59 PM', '22:59:34')}"
general7_updated.jpg,"{'Date': ('07/01/2013', '1/7/2013'), 'Bill_Amount': ('33.915', '36289'), 'Time': (nan, 'Not available')}"
food-bill_4_updated.jpg,"{'Bill_Number': ('#12/634', '12/634'), 'Date': ('01/27/2012', '27-Jan-12'), 'Bill_Amount': ('4500.0', '4500')}"
internet_bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
general2_updated.jpg,"{'Bill_Number': ('Dated', 'DD-TI-02'), 'Date': ('12/25/2023', '1/7/2017'), 'Bill_Amount': ('20000.0', '22400'), 'Time': (nan, nan)}"
food-bill_7_updated.png,"{'Bill_Number': ('20221126-12514', '9292'), 'Bill_Amount': ('26514.0', '5466'), 'Time': ('09:03 PM', '9:03 PM')}"
food-bill_8_updated.png,"{'Bill_Number': ('Error', '89714'), 'Date': ('Error', '5/31/2024'), 'Bill_Amount': ('Error', '167'), 'Time': ('Error', '10:03'), 'Bill_Category': ('Error', 'Breakfast')}"
software8_updated.png,"{'Bill_Number': ('Error', 'PO53'), 'Date': ('Error', '25/03/2020'), 'Bill_Amount': ('Error', '41300'), 'Bill_Category': ('Error', 'General')}"
fuel-bill_9_updated.png,"{'Date': ('05/03/2024', '5/3/2024'), 'Bill_Amount': ('110.0', '110'), 'Time': (nan, '15:02:00')}"
bus8_updated.jpg,"{'Bill_Number': ('0021783323', '217833'), 'Date': ('04/15/12', '12-Jul'), 'Bill_Amount': ('21.0', '21'), 'Time': (nan, '23:48:47'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_8_updated.jpeg,"{'Bill_Number': ('JU1-23138-ORGNL', 'Ju1-23138-ORGNL'), 'Date': ('07/13/2020', '13/07/2020'), 'Time': (nan, '19:43:19')}"
internet-bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
food-bill_6_updated.jpg,"{'Bill_Number': ('Error', 'AB65'), 'Date': ('Error', '5/22/2017'), 'Bill_Amount': ('Error', '247'), 'Time': ('Error', '12:35 PM'), 'Bill_Category': ('Error', 'Lunch')}"
fuel-bill_7_updated.jpeg,"{'Bill_Number': ('INV01CEN0:813263', '813263'), 'Date': ('07/17/2022', '1/7/2022'), 'Bill_Amount': ('5000.0', '5000'), 'Time': ('06:55 PM', '18:55 PM')}"
fuel11_updated.jpg,"{'Bill_Number': ('04842427485', '940482'), 'Date': ('03/14/2024', '3/14/2024'), 'Bill_Amount': ('107.61', '110'), 'Time': ('12:25 PM', '12:25:00')}"
internet-bill_7_updated.png,"{'Date': ('06/27/2021', '28-May-21'), 'Time': ('Empty', nan)}"
stationary5_updated.jpg,"{'Bill_Number': ('2023-456', nan), 'Date': ('xx-xx-xxxx', 'xx-XX-xxxx'), 'Time': (nan, nan)}"
general4_updated.jpg,"{'Bill_Number': ('RK Electrical Works INVOICE NO', 'MSA-TI-02'), 'Date': ('July 2023', '1/7/2017'), 'Bill_Amount': ('118000.0', '118000'), 'Time': (nan, nan), 'Bill_Category': ('Repairs & Maintenance', 'Software License')}"
food-bill10_updated.jpg,"{'Bill_Number': ('418.9', '53'), 'Date': ('01/07/17', '1/7/2017'), 'Bill_Amount': ('355.0', '419'), 'Time': (nan, '9:09 AM'), 'Bill_Category': ('General', 'Breakfast')}"
general6_updated.jpg,"{'Date': ('04/27/2020', '4/27/2020'), 'Bill_Amount': ('97160.0', '97160'), 'Time': ('12:00 PM', nan), 'Bill_Category': ('Software License', 'Communication')}"
stationary9_updated.jpg,"{'Bill_Number': ('1029 CASH', '1029'), 'Date': ('2018-10-01', '10/1/2018'), 'Bill_Amount': ('3787.0', '4060'), 'Bill_Category': ('Fuel', 'General')}"
fuel-bill-6_updated.png,"{'Bill_Number': ('T9ls', 'AB65'), 'Date': ('01/24/2024', '5/22/2017'), 'Bill_Amount': ('0', '247'), 'Time': ('1:00 PM', '12:35:00 PM'), 'Bill_Category': ('Fuel', 'Lunch')}"
internet-bill_6_updated.png,"{'Date': (nan, '9/11/2021'), 'Bill_Amount': ('3717.0', '3729'), 'Time': (nan, '14:43:36')}"
bus2_updated.jpg,"{'Bill_Number': ('074157', '74157'), 'Date': ('09/08/2015', '9/8/2015'), 'Bill_Amount': ('0.339', '339'), 'Time': ('11:18 AM', '11:18:31 AM'), 'Bill_Category': ('General', 'Travel - Bus')}"
food-bill_9_updated.png,"{'Bill_Number': ('AB-65', 'G0027238'), 'Date': (nan, '1/7/2018'), 'Bill_Amount': ('1882.0', '1882'), 'Time': (nan, '22:01'), 'Bill_Category': ('General', 'Dinner')}"
general3_updated.jpg,"{'Bill_Number': ('A712010TaxAnourt nvoNRNineThousandNineHundraedOay Icts Va Faracle 350000 REO 490m4.00RxAS 40094006', '1'), 'Date': (nan, '15/07/2017'), 'Bill_Amount': ('55.0', '55000'), 'Time': (nan, 'Not Available')}"
food-bill_5_updated.png,"{'Bill_Amount': ('840.0', '840'), 'Time': ('22:45 PM', '22:45'), 'Bill_Category': ('Food', 'Dinner')}"
bus10_updated.jpg,"{'Date': ('04/12/2018', '4/4/2018'), 'Bill_Amount': ('4.0', '4'), 'Time': ('02:45 PM', '14:45 PM'), 'Bill_Category': ('General', 'Travel - Bus')}"
bus3_updated.png,"{'Date': ('03/07/18', '7/3/2018'), 'Bill_Amount': ('730.0', '730')}"
fuel-bill_3_updated.jpeg,"{'Bill_Number': ('Error', '885896'), 'Date': ('Error', '5/3/2024'), 'Bill_Amount': ('Error', '110'), 'Time': ('Error', '15:02:00'), 'Bill_Category': ('Error', 'Fuel')}"
general5_updated.jpg,"{'Bill_Number': ('AB65', '256X5'), 'Date': ('08/31/2023', '12/20/2015'), 'Bill_Amount': ('400.0', '1293.75'), 'Time': ('10:31 PM', nan)}"
