filename,differences
internet-bill_8_updated.png,"{'Date': ('07/30/2019', '7/30/2019'), 'Bill_Amount': ('515.0', '515'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Communication')}"
fd_bill1_updated.jpg,"{'Bill_Number': ('No8543', '8543'), 'Date': ('01/31/2015', '1/31/2015'), 'Bill_Amount': ('52.0', '52'), 'Time': ('05:52 PM', '5:52 PM')}"
food-bill_10_updated.png,"{'Bill_Number': ('Error', '100'), 'Date': ('Error', '3/9/2018'), 'Bill_Amount': ('Error', '182.8'), 'Time': ('Error', '3:20 PM'), 'Bill_Category': ('Error', 'Lunch')}"
fuel-bill_10_updated.jpeg,"{'Bill_Number': ('Error', '18779-ORGNL'), 'Date': ('Error', '8/6/2018'), 'Bill_Amount': ('Error', '300.42'), 'Time': ('Error', '7:43 PM'), 'Bill_Category': ('Error', 'Fuel')}"
train-bill_4_updated.jpg,"{'Bill_Number': ('JFBAJEEN-051Z3570C215', 'JFBAJEEN'), 'Date': ('06/23/2006', '6/23/2006'), 'Bill_Amount': ('108.0', '108'), 'Time': ('13:32 PM', nan)}"
fuel-bill_2_updated.jpg,"{'Bill_Number': ('Bi71NOJu1-23138-ORGNL', 'Error'), 'Date': ('07/13/2020', 'Error'), 'Bill_Amount': ('1005.14', 'Error'), 'Time': ('7:43 PM', 'Error'), 'Bill_Category': ('Fuel', 'Error')}"
fd_bill2_updated.png,"{'Date': ('08/25/2017', '8/25/2017'), 'Bill_Amount': ('303.0', '303'), 'Time': ('06:18 PM', '6:00 PM')}"
internet-bill_4_updated.png,"{'Bill_Number': ('Error', 'KL24-25R/892'), 'Date': ('Error', '1/15/2025'), 'Bill_Amount': ('Error', '600'), 'Time': ('Error', nan), 'Bill_Category': ('Error', 'Communication')}"
stationary-2_updated.jpg,"{'Bill_Number': ('Error', '54448'), 'Date': ('Error', '3/8/2021'), 'Bill_Amount': ('Error', '39750.18'), 'Time': ('Error', nan), 'Bill_Category': ('Error', 'General')}"
fd3_updated.jpg,"{'Date': ('09/11/2018', '9/11/2018'), 'Time': ('22:23 PM', '10:23 PM')}"
