filename,Bill_Number,Date,Bill_Amount,Time,Bill_Category,processing_time,status
internet-bill_7_updated.png,21-22/05/0348424,05/28/2021,950.81,,Communication,33.27562475204468,success
stationary9_updated.jpg,1029,10/01/2018,4060.0,12:16 PM,General,15.147019863128662,success
fuel-bill_8_updated.jpeg,Bi71NOJu1-23138-ORGNL,07/13/2020,1005.14,07:43 PM,Fuel,12.108043670654297,success
food-bill_5_updated.png,5365,10/18/2018,840.0,10:45 PM,Dinner,11.597461700439453,success
stationary5_updated.jpg,885896-ORGNL,XX-XX-XXXX,42.48,,General,26.943551063537598,success
general5_updated.jpg,256X5,12/20/2015,1293.75,,General,22.33096981048584,success
bus8_updated.jpg,0021783323,07/12,21.0,,General,23.188936233520508,success
stationary-2_updated.jpg,54448,03/15/2021,39750.18,,General,26.628357887268066,success
fd_bill2_updated.png,3475,08/25/17,303.0,06:18 PM,Evening Snacks,20.431318759918213,success
stationary10_updated.jpg,303,03/05/2020,3604.0,,General,24.131885051727295,success
internet_bill_1_updated.png,0005479767,08/24/2024,590.0,,General,35.145262002944946,success
fuel-bill-6_updated.png,A12/016,24 Jan,101.34, Time: ,Fuel,13.832692384719849,success
food-bill_9_updated.png,BLLNOG0027238,07/01/2018,1882.0,22:01 PM,Dinner,23.11885666847229,success
bus1_updated.jpg,786135,08/06/1812,13.0,12:42:53 PM,Printing & Stationery,21.66665554046631,success
bus2_updated.jpg,074157,08/09/15,339.0,11:18 AM,Breakfast,23.14582586288452,success
inetrnet_updated.png,22-23/04/0458233,04/27/2022,445.23,,Communication,24.83957862854004,success
internet-bill_1_updated.png,KL20241215012222,12/06/2024,588.82,,Communication,19.14044737815857,success
fd_bill1_updated.jpg,8543,01/31/2015,52.0,05:52 PM,Evening Snacks,21.96138095855713,success
train-bill_3_updated.png,SRJ4TWXGITZCNF81RH,2019-10-11,405.0,12:00,Travel - Auto,29.404818296432495,success
bus10_updated.jpg,11804044,04/04/2018,4.0,14:45,Staff Welfare,17.200021505355835,success
internet-bill_8_updated.png,WE806550116071590503301,07/30/2019,515.0,,General,23.377575397491455,success
general6_updated.jpg,1,04/27/2020,97160.0,,Software License,33.7343430519104,success
fuel-bill_3_updated.jpeg,885896-ORGNL,05/03/2024,110.0,15:02 PM,Fuel,21.04728102684021,success
fuel-bill_9_updated.png,885896-ORGNL,03/05/2024,110.0,15:02 PM,Fuel,24.266010999679565,success
food-bill_6_updated.jpg,AB65,05/22/2017,247.0,12:35:13PM,Dinner,22.26361584663391,success
general3_updated.jpg,N29ALDGE1234AZ5,15/07/2017,55000.0,,General,20.978978633880615,success
food-bill_10_updated.png,100,03/19/2018,182.8,03:20 PM,Lunch,21.257848262786865,success
fuel-bill_5_updated.jpg,63621707-ORGNL,01/22/2020,2947.22,13:10 PM,Fuel,20.432435750961304,success
internet-bill_4_updated.png,svcdshahaskmKL24-25R/892,01/15/2025,600.0,,General,14.209227085113525,success
food-bill_8_updated.png,89714,05/31/24,167.0,10:03 AM,Breakfast,25.97847819328308,success
fuel-bill_2_updated.jpg,sG-5001,07/13/2020,950.1,07:43 PM,Fuel,38.519405364990234,success
fd3_updated.jpg,0152461188,09/11/2018,55.05,10:23 PM,Dinner,18.70754599571228,success
fuel-bill_7_updated.jpeg,IXNN04944921,Not Found,0.0,18:55,Fuel,27.671095609664917,success
stationary-3_updated.jpg,1,12/20/2021,78500.0,,General,25.439950704574585,success
train-bill_1_updated.jpg,R2701909/05/2015,05/15/2015,5.16,12:19 PM,Travel - Cab,22.291595458984375,success
general4_updated.jpg,MSA-TI-02,07/01/17,118000.0,,Software License,24.316874504089355,success
train-bill_4_updated.jpg,JFBAJEENRS.108/-,06/23/2006,108.0,,Travel - Cab,17.1768536567688,success
food-bill_4_updated.jpg,12/634,01/27/2012,4500.0,12:18 PM,Lunch,21.57244348526001,success
fuel11_updated.jpg,No940482-ORGNL,03/14/24,110.0,12:25:29 PM,Fuel,11.322952032089233,success
internet-bill_6_updated.png,1489088,11/09/2021,3729.0,02:43 PM,Communication,13.414379358291626,success
software8_updated.png,PO53,03-25-2020,41300.0,,Software License,17.6613507270813,success
fuel-bill_4_updated.png,592480-ORGNL,07/13/2019,2338.95,10:18 PM,Fuel,18.804462432861328,success
internet-bill_5_updated.png,9-RJINV/687313,12/18/2020,1296.82,,Communication,12.930099725723267,success
food-bill10_updated.jpg,G27AASCS2460H1ZO,07/01/17,419.0,09:09 AM,Breakfast,17.92914342880249,success
general2_updated.jpg,DD-TI-02,07/01/17,22400.0,,General,23.091493129730225,success
fuel-bill_10_updated.jpeg,18779-ORGNL,08/06/2018,300.42,07:43 PM,Fuel,24.09425449371338,success
food-bill_7_updated.png,9292,11/12/2022,5214.0,09:03 PM,Dinner,32.9178102016449,success
internet3_updated.png,22-23/02/0266828,13 Feb 2023,352.82,,Communication,29.670453310012817,success
general7_updated.jpg,F012345,07/01/2013,36.29,,General,20.670971870422363,success
internet-bill_9_updated.png,A9R23R9995191355,12/06/2022,470.82,11:04:32 AM,Communication,33.227612018585205,success
food-bill_2_updated.png,27AMLPB3146J1140,02/28/yyyy,0.0,,General,19.890036582946777,success
fuel-bill_1_updated.png,6242805,05/09/2017,78.0,22:59:34,Fuel,18.936496257781982,success
bus3_updated.png,176137,07/03/18,730.0,12:03:54 PM,Travel - Auto,21.67452621459961,success
